
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
MA,Rowley,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Royalston,2,2,0,139,0,6,0,5,99,0,,250,0,3,0,,68,4,45,0,0,,120
MA,Russell,1,1,2,121,0,1,0,0,90,0,,216,0,20,0,,68,4,56,0,1,,149
MA,Rutland,2,2,0,758,0,20,0,3,507,0,,1296,9,29,0,,421,23,521,0,2,,1009
MA,Salem,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Salisbury,2,2,4,1018,0,32,0,2,471,1,,1532,5,20,1,,333,16,372,0,0,,749
MA,Sandisfield,1,1,1,83,2,3,0,1,64,0,,156,1,7,0,,23,2,11,0,1,,45
MA,Sandwich,7,7,5,2045,2,50,1,7,1808,9,,3948,17,105,0,,909,45,1892,0,7,,2987
MA,Saugus,10,4,11,1636,4,56,0,4,479,2,,2211,7,36,0,,392,24,505,1,1,,968
MA,Savoy,1,1,0,93,0,1,0,0,48,0,,144,0,4,0,,24,3,9,0,0,,41
MA,Scituate,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Seekonk,4,4,6,1195,1,20,1,1,629,1,,1864,2,48,0,,329,30,473,0,2,,888
MA,Sharon,5,5,12,2821,1,45,5,6,1887,3,,4800,9,28,1,,738,45,618,0,1,,1445
MA,Sheffield,1,1,0,328,1,6,0,1,376,1,,715,2,14,0,,123,13,62,0,0,,215
MA,Shelburne,1,1,0,194,0,11,3,3,363,2,,576,1,18,0,,94,8,39,0,0,,160
MA,Sherborn,1,1,0,434,0,5,0,6,691,1,,1139,5,19,0,,294,28,371,0,0,,717
MA,Shirley,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Shrewsbury,9,9,22,3861,1,88,8,10,2506,10,,6535,14,104,2,,1490,92,1889,0,10,,3612
MA,Shutesbury,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Somerset,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Somerville,21,18,29,7079,3,227,33,67,7679,33,,15245,8,64,1,,804,126,755,0,5,,1769
MA,South Hadley,5,5,7,2009,1,49,1,7,1447,3,,3548,2,21,0,,190,16,234,0,2,,466
MA,Southampton,1,1,1,576,0,4,0,2,508,0,,1095,3,37,1,,235,12,301,1,0,,592
MA,Southborough,3,3,2,1039,1,14,5,2,1027,4,,2100,8,33,0,,609,27,716,0,1,,1397
MA,Southbridge,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Southwick,3,3,5,734,2,22,0,5,447,1,,1227,6,66,0,,403,13,478,0,6,,976
MA,Spencer,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Springfield,64,64,28,10695,26,259,37,38,10025,16,,21219,39,280,1,,1338,112,1603,6,18,,3442
MA,Sterling,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Stockbridge,1,0,1,260,0,2,0,5,348,1,,618,,,,,,,,,,,127
MA,Stockbridge,1,1,,,,,,,,,,618,1,14,0,,62,5,44,0,0,,127
MA,Stoneham,7,7,25,3333,3,84,4,11,1507,3,,5018,5,69,3,,968,48,1226,1,6,,2335
MA,Stoughton,8,8,14,3821,5,88,5,16,1849,11,,5853,11,62,1,,992,55,1181,1,3,,2312
MA,Stow,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Sturbridge,2,2,3,947,1,22,1,6,643,2,,1625,9,58,0,,432,20,522,0,0,,1041
MA,Sudbury,5,5,7,2001,0,43,1,10,2301,4,,4373,9,41,0,,893,34,1206,0,2,,2190
MA,Sunderland,1,1,1,345,0,15,1,3,457,2,,825,1,17,0,,100,12,62,0,0,,192
MA,Sutton,3,3,5,918,1,30,0,2,578,1,,1547,7,34,0,,463,27,667,0,0,,1200
MA,Swampscott,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Swansea,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Taunton,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Templeton,2,2,1,723,1,28,0,1,362,2,,1129,4,61,0,,307,24,310,1,0,,710
MA,Tewksbury,8,1,0,471,0,17,1,1,236,2,,739,2,16,0,,180,11,269,2,0,,481
MA,Tisbury,1,1,2,480,1,9,1,4,638,3,,1141,5,20,0,,135,10,142,0,0,,317
MA,Tolland,1,1,0,29,0,0,1,0,39,0,,69,1,4,0,,23,1,39,0,1,,70
MA,Topsfield,1,1,3,621,3,21,1,2,630,3,,1288,4,21,0,,440,21,709,1,2,,1199
MA,Townsend,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Truro,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Tyngsborough,4,4,5,1243,0,35,0,2,763,3,,2076,8,49,0,,620,19,833,0,3,,1534
MA,Tyringham,1,1,0,45,0,0,1,0,71,1,,119,0,3,0,,16,2,9,0,0,,31
MA,Upton,1,1,3,724,1,19,2,1,549,1,,1309,5,26,0,,374,26,503,0,1,,937
MA,Uxbridge,4,4,8,1355,4,29,2,1,703,3,,2119,9,74,1,,513,41,735,0,0,,1379
MA,Wakefield,7,7,20,3697,6,127,4,15,1979,10,,5920,20,81,2,,1189,54,1590,0,5,,2951
MA,Wales,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Walpole,8,8,24,2797,3,85,1,7,1748,7,,4699,10,62,3,,1411,53,1643,0,2,,3191
MA,Waltham,18,18,21,5838,5,148,8,16,3882,19,,10002,22,97,2,,1474,119,1849,4,8,,3587
MA,Ware,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Wareham,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Warren,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Warwick,1,1,0,73,0,4,1,1,122,0,,203,0,8,0,,31,2,11,0,0,,52
MA,Washington,1,1,0,69,0,1,0,0,78,0,,150,0,3,0,,26,0,8,0,0,,37
MA,Watertown,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0

MA,Wayland,4,4,2,1811,0,35,2,5,2053,4,,3916,7,25,0,,678,42,819,0,2,,1576
MA,Webster,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Wellesley,7,7,14,2971,2,38,4,13,3466,3,,6523,10,56,2,,1422,50,1798,0,1,,3347
MA,Wellfleet,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Wendell,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Wenham,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,West Boylston,2,2,3,823,1,21,0,3,569,0,,1429,6,41,2,,387,21,487,0,2,,947
MA,West Bridgewater,2,2,1,742,0,17,1,0,329,1,,1106,6,40,2,,437,11,431,0,4,,935
MA,West Brookfield,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,West Newbury,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,West Springfield,8,8,8,2496,7,71,3,15,1343,24,,3993,10,123,0,,644,70,984,1,5,,1843
MA,West Stockbridge,1,1,1,178,0,5,0,2,217,0,,404,2,16,0,,48,7,16,0,0,,90
MA,West Tisbury,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Westborough,5,5,10,1689,1,35,1,11,1454,0,,3213,4,48,0,,830,58,1038,0,5,,1990
MA,Westfield,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Westford,6,6,7,2287,2,50,5,11,2060,2,,4446,15,76,1,,1299,76,1733,0,3,,3206
MA,Westhampton,1,1,0,170,0,6,0,1,252,0,,430,1,29,0,,94,2,60,0,1,,187
MA,Westminster,2,2,0,745,1,27,2,6,529,0,,1320,2,54,0,,429,24,465,0,6,,981
MA,Weston,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Westport,5,5,10,2227,2,65,1,7,967,3,,3310,7,74,1,,470,21,452,0,0,,1034
MA,Westwood,4,4,14,1861,3,56,3,8,1469,6,,3438,8,34,1,,933,41,1232,1,0,,2259
MA,Weymouth,18,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Whately,1,1,0,182,0,11,1,2,247,0,,444,0,6,0,,73,6,58,0,0,,143
MA,Whitman,4,3,4,1221,2,41,2,3,549,2,,1843,3,34,0,,456,26,498,1,2,,1025
MA,Wilbraham,4,3,2,1112,3,29,2,10,842,4,,2018,13,51,0,,815,28,834,0,0,,1754
MA,Williamsburg,1,1,0,355,0,12,0,9,475,0,,851,0,9,0,,101,8,68,0,1,,187
MA,Williamstown,3,3,2,782,0,23,1,7,1229,2,,2052,3,29,1,,242,11,110,1,2,,403
MA,Wilmington,6,6,12,2957,5,104,2,10,1263,4,,4397,19,79,2,,928,54,1443,2,3,,2537
MA,Winchendon,3,3,2,816,0,23,1,1,379,1,,1229,2,65,0,,286,36,366,0,2,,758
MA,Winchester,8,1,16,2703,5,65,2,12,2685,12,,5533,17,49,1,,1135,65,1687,0,4,,2964
MA,Windsor,1,1,0,115,0,2,1,1,99,0,,218,2,8,0,,30,2,24,0,0,,66
MA,Winthrop,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Woburn,14,4,7,1408,3,47,1,6,690,4,,2199,6,31,0,,300,14,417,1,3,,773
MA,Worcester,50,22,,,,,,,,,,10807,12,93,2,,745,77,806,2,6,,1756
MA,Worcester,50,26,29,6997,9,169,17,23,3452,19,,10807,,,,,,,,,,,1756
MA,Worthington,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0
MA,Wrentham,3,3,7,1000,1,26,1,2,706,3,,1756,7,46,0,,974,35,801,0,2,,1867
MA,Yarmouth,7,1,0,423,0,8,0,1,356,2,,791,3,13,0,,181,20,296,0,1,,516
MN,*,4122,647,,,,,,,,,,37960,0,2316,,57,2394,1487,3829,,,,10123
MN,*,4122,1100,56,12881,3,200,,69,24441,19,286,37960,,,,,,,,,,,10123
MN,Aitkin,54,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Anoka,123,1,,,,,,,,,,878,0,4,,0,5,2,15,,,,26
MN,Anoka,123,12,2,366,0,11,,0,492,1,6,878,,,,,,,,,,,26
MN,Becker,46,1,,,,,,,,,,444,0,108,,6,82,35,101,,,,333
MN,Becker,46,45,0,169,1,7,,0,260,1,6,444,,,,,,,,,,,333
MN,Beltrami,62,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Benton,31,0,,,,,,,,,,187,0,0,,0,0,0,0,,,,0
MN,Benton,31,5,0,47,0,2,,0,136,0,2,187,,,,,,,,,,,0
MN,Big Stone,23,0,,,,,,,,,,101,0,0,,0,0,0,0,,,,0
MN,Big Stone,23,22,0,46,0,1,,0,52,0,2,101,,,,,,,,,,,0
MN,Blue Earth,53,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Brown,32,22,0,158,0,1,,2,171,0,5,337,,,,,,,,,,,268
MN,Brown,32,31,,,,,,,,,,337,0,44,,8,94,53,69,,,,268
MN,Carlton,39,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Carver,34,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,1406
MN,Carver,34,6,,,,,,,,,,0,0,210,,2,266,167,759,,,,1406
MN,Cass,72,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Chippewa,23,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,62
MN,Chippewa,23,1,,,,,,,,,,0,0,20,,0,16,7,19,,,,62
MN,Chisago,24,0,,,,,,,,,,1175,0,0,,0,0,0,0,,,,0
MN,Chisago,24,20,2,540,2,6,,0,609,1,15,1175,,,,,,,,,,,0
MN,Clay,55,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Clearwater,29,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Cook,12,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,70
MN,Cook,12,1,,,,,,,,,,0,0,19,,0,18,8,23,,,,70
MN,Cottonwood,28,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,151
MN,Cottonwood,28,28,,,,,,,,,,0,0,58,,0,18,12,61,,,,151
MN,Crow Wing,62,0,,,,,,,,,,798,0,0,,0,0,0,0,,,,0
MN,Crow Wing,62,48,0,293,0,7,,2,495,0,1,798,,,,,,,,,,,0
MN,Dakota,141,31,,,,,,,,,,6363,0,126,,11,256,189,408,,,,991
MN,Dakota,141,49,1,2167,0,21,,5,4132,4,33,6363,,,,,,,,,,,991
MN,Dodge,19,19,0,164,0,5,,0,155,0,3,327,0,61,,0,56,39,77,,,,233
MN,Douglas,38,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,325
MN,Douglas,38,19,,,,,,,,,,0,0,119,,5,79,14,108,,,,325
MN,Faribault,33,0,,,,,,,,,,200,0,0,,0,0,0,0,,,,0
MN,Faribault,33,32,0,93,0,1,,0,105,0,1,200,,,,,,,,,,,0
MN,Fillmore,37,0,,,,,,,,,,470,0,0,,0,0,0,0,,,,0
MN,Fillmore,37,34,1,197,0,1,,3,260,1,7,470,,,,,,,,,,,0
MN,Freeborn,40,0,,,,,,,,,,428,0,0,,0,0,0,0,,,,0
MN,Freeborn,40,19,0,215,0,1,,1,208,0,3,428,,,,,,,,,,,0

MN,Goodhue,44,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Grant,23,1,,,,,,,,,,174,0,4,,0,28,6,54,,,,92
MN,Grant,23,16,0,95,0,3,,0,75,0,1,174,,,,,,,,,,,92
MN,Hennepin,425,16,,,,,,,,,,9649,0,74,,0,133,82,182,,,,477
MN,Hennepin,425,74,4,2599,0,33,,16,6954,6,36,9649,,,,,,,,,,,477
MN,Houston,27,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Hubbard,34,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,217
MN,Hubbard,34,6,,,,,,,,,,0,0,71,,0,28,17,101,,,,217
MN,Isanti,17,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,109
MN,Isanti,17,4,,,,,,,,,,0,0,27,,2,23,10,46,,,,109
MN,Itasca,79,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Jackson,30,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Kanabec,20,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Kandiyohi,47,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Kittson,38,38,0,25,0,1,,0,35,0,1,62,0,13,,0,10,1,3,,,,27
MN,Koochiching,35,0,,,,,,,,,,246,0,0,,0,0,0,0,,,,0
MN,Koochiching,35,29,0,105,0,1,,0,139,0,1,246,,,,,,,,,,,0
MN,Lac Qui Parle,31,0,,,,,,,,,,11,0,0,,0,0,0,0,,,,0
MN,Lac Qui Parle,31,3,0,6,0,0,,0,5,0,0,11,,,,,,,,,,,0
MN,Lake,18,17,0,130,0,1,,1,203,0,2,337,,,,,,,,,,,115
MN,Lake,18,18,,,,,,,,,,337,0,54,,0,31,6,23,,,,115
MN,Lake of the Woods,15,15,0,25,0,2,,0,54,0,1,82,0,13,,1,16,1,8,,,,39
MN,Le Sueur,26,0,,,,,,,,,,536,0,0,,0,0,0,0,,,,0
MN,Le Sueur,26,26,0,262,0,3,,0,260,0,10,536,,,,,,,,,,,0
MN,Lincoln,20,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,40
MN,Lincoln,20,20,,,,,,,,,,0,0,6,,0,9,15,10,,,,40
MN,Lyon,33,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Mahnomen,19,1,,,,,,,,,,98,0,7,,0,4,8,10,,,,29
MN,Mahnomen,19,15,0,43,0,0,,0,53,0,2,98,,,,,,,,,,,29
MN,Marshall,60,1,,,,,,,,,,44,0,21,,0,9,4,17,,,,51
MN,Marshall,60,16,1,21,0,1,,0,21,0,0,44,,,,,,,,,,,51
MN,Martin,37,33,0,95,0,1,,0,142,0,2,240,,,,,,,,,,,230
MN,Martin,37,37,,,,,,,,,,240,0,100,,1,36,32,59,,,,230
MN,McLeod,28,0,,,,,,,,,,294,0,0,,0,0,0,0,,,,0
MN,McLeod,28,6,0,104,0,2,,0,186,0,2,294,,,,,,,,,,,0
MN,Meeker,30,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Mille Lacs,25,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,0
MN,Mille Lacs,25,15,,,,,,,,,,0,0,0,,0,0,0,0,,,,0
MN,Morrison,48,0,,,,,,,,,,403,0,0,,0,0,0,0,,,,0
MN,Morrison,48,48,0,157,0,5,,0,233,0,8,403,,,,,,,,,,,0
MN,Mower,39,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,251
MN,Mower,39,39,,,,,,,,,,0,0,98,,2,59,40,52,,,,251
MN,Murray,29,0,,,,,,,,,,112,0,0,,0,0,0,0,,,,0
MN,Murray,29,19,0,63,0,2,,2,45,0,0,112,,,,,,,,,,,0
MN,Nicollet,33,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,309
MN,Nicollet,33,24,,,,,,,,,,0,0,91,,0,89,56,73,,,,309
MN,Nobles,40,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,146
MN,Nobles,40,40,,,,,,,,,,0,0,52,,4,28,14,48,,,,146
MN,Norman,33,0,,,,,,,,,,79,0,0,,0,0,0,0,,,,0
MN,Norman,33,32,0,33,0,0,,0,46,0,0,79,,,,,,,,,,,0
MN,Olmsted,74,0,,,,,,,,,,13,0,0,,0,0,0,0,,,,0
MN,Olmsted,74,1,0,6,0,0,,0,7,0,0,13,,,,,,,,,,,0
MN,Otter Tail,91,0,,,,,,,,,,161,0,0,,0,0,0,0,,,,0
MN,Otter Tail,91,26,0,80,0,1,,1,78,0,1,161,,,,,,,,,,,0
MN,Pennington,34,23,0,71,0,1,,0,73,0,3,148,,,,,,,,,,,109
MN,Pennington,34,24,,,,,,,,,,148,0,36,,3,25,18,26,,,,109
MN,Pine,47,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Pipestone,22,16,1,58,0,0,,0,35,0,0,94,,,,,,,,,,,137
MN,Pipestone,22,22,,,,,,,,,,94,0,73,,1,15,12,36,,,,137
MN,Polk,82,0,,,,,,,,,,440,0,0,,0,0,0,0,,,,0
MN,Polk,82,6,1,201,0,5,,1,225,0,7,440,,,,,,,,,,,0
MN,Pope,30,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Ramsey,178,15,0,426,0,8,,1,1077,0,17,1529,,,,,,,,,,,1672
MN,Ramsey,178,32,,,,,,,,,,1529,0,262,,6,454,272,673,,,,1672
MN,Red Lake,21,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Redwood,43,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Renville,37,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Rice,33,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,767
MN,Rice,33,4,,,,,,,,,,0,0,164,,0,169,127,295,,,,767
MN,Rock,24,1,0,55,0,1,,0,83,1,0,140,,,,,,,,,,,94
MN,Rock,24,24,,,,,,,,,,140,0,40,,0,11,9,33,,,,94
MN,Roseau,44,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Scott,45,1,,,,,,,,,,1850,0,15,,0,17,40,42,,,,114
MN,Scott,45,26,2,678,0,11,,2,1145,0,12,1850,,,,,,,,,,,114
MN,Sherburne,32,1,,,,,,,,,,335,0,17,,1,8,12,26,,,,64
MN,Sherburne,32,4,0,112,0,3,,0,218,0,2,335,,,,,,,,,,,64
MN,Sibley,24,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,St. Louis,184,15,,,,,,,,,,1041,0,72,,1,111,73,145,,,,402
MN,St. Louis,184,58,38,496,0,14,,4,453,0,35,1041,,,,,,,,,,,402
MN,Stearns,103,0,,,,,,,,,,1463,0,0,,0,0,0,0,,,,0

MN,Stearns,103,38,2,420,0,7,,9,1009,1,15,1463,,,,,,,,,,,0
MN,Steele,26,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Stevens,26,0,,,,,,,,,,540,0,0,,0,0,0,0,,,,0
MN,Stevens,26,26,1,139,0,8,,2,387,0,2,540,,,,,,,,,,,0
MN,Swift,31,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,104
MN,Swift,31,1,,,,,,,,,,0,0,31,,0,31,13,29,,,,104
MN,Todd,39,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Traverse,20,1,,,,,,,,,,67,0,15,,2,12,5,13,,,,48
MN,Traverse,20,20,0,42,0,0,,0,25,0,0,67,,,,,,,,,,,48
MN,Wabasha,33,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,251
MN,Wabasha,33,33,,,,,,,,,,0,0,76,,1,56,33,85,,,,251
MN,Wadena,24,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,164
MN,Wadena,24,24,,,,,,,,,,0,0,47,,0,44,30,41,,,,164
MN,Waseca,22,0,,,,,,,,,,284,0,0,,0,0,0,0,,,,0
MN,Waseca,22,20,0,136,0,1,,1,144,0,2,284,,,,,,,,,,,0
MN,Washington,87,0,,,,,,,,,,3415,0,0,,0,0,0,0,,,,0
MN,Washington,87,29,0,1030,0,10,,1,2361,0,13,3415,,,,,,,,,,,0
MN,Watonwan,21,19,0,108,0,1,,0,105,0,6,220,,,,,,,,,,,101
MN,Watonwan,21,21,,,,,,,,,,220,0,33,,0,31,9,28,,,,101
MN,Wilkin,33,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,,0
MN,Winona,48,0,,,,,,,,,,1767,0,0,,0,0,0,0,,,,0
MN,Winona,48,47,0,471,0,9,,15,1252,3,16,1767,,,,,,,,,,,0
MN,Wright,40,0,,,,,,,,,,378,0,0,,0,0,0,0,,,,0
MN,Wright,40,11,0,134,0,1,,0,238,0,5,378,,,,,,,,,,,0
MN,Yellow Medicine,31,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,99
MN,Yellow Medicine,31,31,,,,,,,,,,0,0,35,,0,17,16,31,,,,99
MO,*,3371,1728,360,203522,143,10542,205,374,152862,416,1841,370405,2140,106390,178,454,96218,13663,82042,67,1876,1174,304359
MO,Adair,11,11,2,1284,0,70,1,6,1216,9,2,2592,5,735,1,1,558,158,451,0,7,8,1924
MO,Andrew,20,20,1,1067,1,39,1,1,746,2,16,1874,16,484,2,3,501,120,641,0,10,11,1792
MO,Atchison,6,6,0,347,0,15,0,0,262,3,7,634,3,189,0,2,281,25,230,0,9,2,741
MO,Audrain,18,18,0,1574,2,69,2,3,1079,2,10,2742,14,708,3,1,744,99,649,1,10,7,2237
MO,Barry,19,19,1,1976,2,93,4,2,919,3,16,3016,14,2396,4,6,1365,266,739,0,12,19,4822
MO,Barton,17,17,1,614,0,29,1,0,318,1,4,968,12,1188,2,4,525,45,344,0,5,6,2132
MO,Bates,16,16,3,1427,2,106,5,3,676,7,16,2247,13,503,2,4,594,71,368,0,11,8,1575
MO,Benton,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Bollinger,12,12,0,48,0,0,0,0,7,0,1,56,1,27,0,0,12,2,15,0,0,0,57
MO,Boone,86,1,5,331,1,77,0,7,476,7,11,915,20,89,0,3,176,37,130,1,10,8,475
MO,Buchanan,36,36,12,6689,13,413,10,15,4427,11,119,11717,57,1825,5,9,2194,521,2216,1,48,57,6937
MO,Butler,26,26,0,2723,2,90,3,4,1074,7,17,3923,15,2215,1,2,1264,137,1141,3,31,15,4824
MO,Caldwell,10,10,0,617,0,37,0,0,379,1,4,1038,8,306,0,1,365,77,242,0,9,5,1013
MO,Callaway,27,27,4,2701,1,153,2,2,2037,8,25,4937,30,1517,3,3,1203,196,1457,0,28,5,4443
MO,Camden,29,24,6,2482,2,107,3,1,1657,1,9,4268,38,1884,1,4,1979,168,1700,2,36,18,5833
MO,Cape Girardeau,36,25,2,3274,3,185,4,5,2123,6,30,5634,63,2171,3,8,2460,248,2611,0,49,36,7651
MO,Carroll,6,6,0,548,0,21,0,0,299,1,3,872,13,251,0,0,437,28,175,0,6,4,914
MO,Carter,8,8,2,541,0,32,0,4,137,0,3,719,2,373,2,0,202,24,107,0,2,0,712
MO,Cass,48,48,9,6499,2,302,6,8,3995,7,46,10876,62,3033,8,22,3195,477,3324,3,55,30,10213
MO,Cedar,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Chariton,13,13,4,786,1,64,1,2,402,2,13,1276,5,260,0,0,244,28,167,2,2,1,709
MO,Christian,28,10,0,1563,0,82,0,3,1089,2,9,2750,21,2116,4,6,1063,152,941,1,13,16,4334
MO,Clark,10,10,1,554,1,35,0,1,264,1,8,867,4,283,0,3,195,28,121,0,4,4,642
MO,Clay,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Clinton,9,9,4,1488,1,91,8,4,980,6,15,2604,12,495,1,2,611,171,606,0,9,7,1914
MO,Cole,40,20,8,1738,3,153,0,6,2148,5,21,4086,48,1375,1,6,1289,96,1617,0,30,19,4482
MO,Cooper,11,11,3,1019,0,42,0,0,782,2,5,1854,11,503,2,1,639,70,545,0,7,5,1785
MO,Crawford,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Dade,9,9,1,494,0,28,0,0,263,0,6,794,5,769,0,2,418,43,275,0,5,2,1519
MO,Dallas,14,14,0,1144,3,53,2,5,568,2,8,1786,9,1124,1,1,738,99,422,2,11,8,2416
MO,Daviess,8,8,1,534,1,23,0,1,283,2,6,851,9,216,1,1,236,95,220,0,4,4,787
MO,DeKalb,12,12,2,596,0,51,1,0,372,0,8,1030,9,276,2,1,310,81,337,1,3,6,1026
MO,Dent,9,9,0,962,1,74,0,1,493,1,13,1546,7,959,0,6,442,127,411,0,10,4,1966
MO,Douglas,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Dunklin,22,22,3,2587,0,69,3,2,604,4,24,3298,12,1309,0,2,480,36,381,0,7,9,2237
MO,Franklin,51,8,2,1442,1,118,1,2,1015,7,23,2611,39,670,1,4,825,133,709,0,28,11,2424
